USER:hey12
CREATED_ADD:2020/06/30 17:21:30
select_deck:2020/07/04 08:51:17>>hey11

click_menu_button:2020/07/04 08:51:17>>panel:Mage

mana_filter:2020/07/04 08:51:18>>mana:10

click_menu_button:2020/07/04 08:51:21>>panel:Mage

GoTo:2020/07/04 08:51:21>>MainMenu

ClickButton:2020/07/04 08:51:22>>play

logIn:2020/07/04 09:00:22>>player logged in.

click_menu_button:2020/07/04 09:00:22>>panel:Mage

GoTo:2020/07/04 09:00:24>>MainMenu

ClickButton:2020/07/04 09:00:25>>collection

click_deck_button:2020/07/04 09:00:26>>hey11

select_deck:2020/07/04 09:00:27>>hey11

click_menu_button:2020/07/04 09:00:27>>panel:Mage

mana_filter:2020/07/04 09:00:28>>mana:10

click_menu_button:2020/07/04 09:00:30>>panel:Mage

GoTo:2020/07/04 09:00:30>>MainMenu

ClickButton:2020/07/04 09:00:31>>play

logIn:2020/07/04 09:11:54>>player logged in.

click_menu_button:2020/07/04 09:11:54>>panel:Mage

GoTo:2020/07/04 09:11:55>>MainMenu

ClickButton:2020/07/04 09:11:57>>collection

click_deck_button:2020/07/04 09:11:59>>hey11

select_deck:2020/07/04 09:12:00>>hey11

click_menu_button:2020/07/04 09:12:00>>panel:Mage

mana_filter:2020/07/04 09:12:01>>mana:10

click_menu_button:2020/07/04 09:12:04>>panel:Mage

GoTo:2020/07/04 09:12:04>>MainMenu

ClickButton:2020/07/04 09:12:05>>play

logIn:2020/07/04 09:15:53>>player logged in.

click_menu_button:2020/07/04 09:15:53>>panel:Mage

GoTo:2020/07/04 09:15:54>>MainMenu

ClickButton:2020/07/04 09:15:55>>collection

click_deck_button:2020/07/04 09:15:57>>deev3

select_deck:2020/07/04 09:15:58>>deev3

click_menu_button:2020/07/04 09:15:58>>panel:Mage

mana_filter:2020/07/04 09:15:59>>mana:10

click_menu_button:2020/07/04 09:16:01>>panel:Mage

GoTo:2020/07/04 09:16:01>>MainMenu

ClickButton:2020/07/04 09:16:02>>play

logIn:2020/07/04 10:49:22>>player logged in.

click_menu_button:2020/07/04 10:49:22>>panel:Mage

GoTo:2020/07/04 10:49:23>>MainMenu

ClickButton:2020/07/04 10:49:24>>collection

click_deck_button:2020/07/04 10:49:25>>hey11

select_deck:2020/07/04 10:49:27>>hey11

click_menu_button:2020/07/04 10:49:27>>panel:Mage

mana_filter:2020/07/04 10:49:28>>mana:10

click_menu_button:2020/07/04 10:49:30>>panel:Mage

GoTo:2020/07/04 10:49:30>>MainMenu

ClickButton:2020/07/04 10:49:31>>play

logIn:2020/07/04 10:51:09>>player logged in.

click_menu_button:2020/07/04 10:51:09>>panel:Mage

GoTo:2020/07/04 10:51:11>>MainMenu

ClickButton:2020/07/04 10:51:12>>collection

click_deck_button:2020/07/04 10:51:13>>deev3

select_deck:2020/07/04 10:51:15>>deev3

click_menu_button:2020/07/04 10:51:15>>panel:Mage

mana_filter:2020/07/04 10:51:17>>mana:10

click_menu_button:2020/07/04 10:51:19>>panel:Mage

GoTo:2020/07/04 10:51:19>>MainMenu

ClickButton:2020/07/04 10:51:20>>play

logIn:2020/07/04 11:44:39>>player logged in.

click_menu_button:2020/07/04 11:44:39>>panel:Mage

GoTo:2020/07/04 11:44:41>>MainMenu

ClickButton:2020/07/04 11:44:42>>collection

click_deck_button:2020/07/04 11:44:43>>hey11

select_deck:2020/07/04 11:44:45>>hey11

click_menu_button:2020/07/04 11:44:45>>panel:Mage

mana_filter:2020/07/04 11:44:46>>mana:10

click_menu_button:2020/07/04 11:44:48>>panel:Mage

GoTo:2020/07/04 11:44:48>>MainMenu

ClickButton:2020/07/04 11:44:49>>play

logIn:2020/07/04 11:45:54>>player logged in.

click_menu_button:2020/07/04 11:45:54>>panel:Mage

GoTo:2020/07/04 11:45:56>>MainMenu

ClickButton:2020/07/04 11:45:57>>collection

click_deck_button:2020/07/04 11:45:58>>hey11

select_deck:2020/07/04 11:46:00>>hey11

click_menu_button:2020/07/04 11:46:00>>panel:Mage

mana_filter:2020/07/04 11:46:01>>mana:10

click_menu_button:2020/07/04 11:46:03>>panel:Mage

GoTo:2020/07/04 11:46:03>>MainMenu

ClickButton:2020/07/04 11:46:05>>play

logIn:2020/07/04 11:49:17>>player logged in.

click_menu_button:2020/07/04 11:49:17>>panel:Mage

GoTo:2020/07/04 11:49:18>>MainMenu

ClickButton:2020/07/04 11:49:20>>collection

click_deck_button:2020/07/04 11:49:21>>deev3

select_deck:2020/07/04 11:49:23>>deev3

click_menu_button:2020/07/04 11:49:23>>panel:Mage

change_Deck_name:2020/07/04 11:49:25>>deev3changed to deev3

mana_filter:2020/07/04 11:49:29>>mana:10

click_menu_button:2020/07/04 11:49:31>>panel:Mage

GoTo:2020/07/04 11:49:31>>MainMenu

ClickButton:2020/07/04 11:49:33>>play

logIn:2020/07/04 11:58:36>>player logged in.

click_menu_button:2020/07/04 11:58:36>>panel:Mage

GoTo:2020/07/04 11:58:38>>MainMenu

ClickButton:2020/07/04 11:58:39>>collection

click_deck_button:2020/07/04 11:58:40>>hey11

select_deck:2020/07/04 11:58:42>>hey11

click_menu_button:2020/07/04 11:58:42>>panel:Mage

mana_filter:2020/07/04 11:58:44>>mana:10

click_menu_button:2020/07/04 11:58:46>>panel:Mage

GoTo:2020/07/04 11:58:46>>MainMenu

ClickButton:2020/07/04 11:58:47>>play

logIn:2020/07/04 12:00:25>>player logged in.

click_menu_button:2020/07/04 12:00:25>>panel:Mage

GoTo:2020/07/04 12:00:26>>MainMenu

ClickButton:2020/07/04 12:00:29>>collection

click_deck_button:2020/07/04 12:00:30>>deev3

select_deck:2020/07/04 12:00:32>>deev3

click_menu_button:2020/07/04 12:00:32>>panel:Mage

mana_filter:2020/07/04 12:00:34>>mana:10

click_menu_button:2020/07/04 12:00:36>>panel:Mage

GoTo:2020/07/04 12:00:36>>MainMenu

ClickButton:2020/07/04 12:00:37>>play

logIn:2020/07/04 12:04:34>>player logged in.

click_menu_button:2020/07/04 12:04:35>>panel:Mage

GoTo:2020/07/04 12:04:36>>MainMenu

ClickButton:2020/07/04 12:04:37>>collection

click_deck_button:2020/07/04 12:04:39>>hey11

select_deck:2020/07/04 12:04:40>>hey11

click_menu_button:2020/07/04 12:04:40>>panel:Mage

mana_filter:2020/07/04 12:04:41>>mana:10

click_menu_button:2020/07/04 12:04:43>>panel:Mage

GoTo:2020/07/04 12:04:43>>MainMenu

ClickButton:2020/07/04 12:04:44>>play

logIn:2020/07/04 12:06:01>>player logged in.

click_menu_button:2020/07/04 12:06:01>>panel:Mage

GoTo:2020/07/04 12:06:02>>MainMenu

ClickButton:2020/07/04 12:06:04>>collection

click_deck_button:2020/07/04 12:06:05>>deev3

select_deck:2020/07/04 12:06:07>>deev3

click_menu_button:2020/07/04 12:06:07>>panel:Mage

mana_filter:2020/07/04 12:06:08>>mana:10

click_menu_button:2020/07/04 12:06:10>>panel:Mage

GoTo:2020/07/04 12:06:10>>MainMenu

ClickButton:2020/07/04 12:06:12>>play

logIn:2020/07/04 12:07:08>>player logged in.

click_menu_button:2020/07/04 12:07:08>>panel:Mage

GoTo:2020/07/04 12:07:09>>MainMenu

ClickButton:2020/07/04 12:07:10>>collection

click_deck_button:2020/07/04 12:07:12>>deev3

select_deck:2020/07/04 12:07:14>>deev3

click_menu_button:2020/07/04 12:07:14>>panel:Mage

mana_filter:2020/07/04 12:07:15>>mana:10

click_menu_button:2020/07/04 12:07:17>>panel:Mage

GoTo:2020/07/04 12:07:17>>MainMenu

ClickButton:2020/07/04 12:07:20>>play

logIn:2020/07/04 12:08:59>>player logged in.

click_menu_button:2020/07/04 12:08:59>>panel:Mage

GoTo:2020/07/04 12:09:00>>MainMenu

ClickButton:2020/07/04 12:09:02>>collection

click_deck_button:2020/07/04 12:09:04>>hey11

select_deck:2020/07/04 12:09:05>>hey11

click_menu_button:2020/07/04 12:09:05>>panel:Mage

mana_filter:2020/07/04 12:09:06>>mana:10

click_menu_button:2020/07/04 12:09:08>>panel:Mage

GoTo:2020/07/04 12:09:08>>MainMenu

ClickButton:2020/07/04 12:09:09>>play

logIn:2020/07/04 12:13:39>>player logged in.

click_menu_button:2020/07/04 12:13:40>>panel:Mage

GoTo:2020/07/04 12:13:41>>MainMenu

ClickButton:2020/07/04 12:13:43>>collection

click_deck_button:2020/07/04 12:13:45>>deev3

select_deck:2020/07/04 12:13:47>>deev3

click_menu_button:2020/07/04 12:13:47>>panel:Mage

mana_filter:2020/07/04 12:13:48>>mana:10

click_menu_button:2020/07/04 12:13:50>>panel:Mage

GoTo:2020/07/04 12:13:50>>MainMenu

ClickButton:2020/07/04 12:13:52>>play

logIn:2020/07/04 12:15:08>>player logged in.

click_menu_button:2020/07/04 12:15:08>>panel:Mage

GoTo:2020/07/04 12:15:10>>MainMenu

ClickButton:2020/07/04 12:15:11>>collection

click_deck_button:2020/07/04 12:15:12>>deev3

select_deck:2020/07/04 12:15:13>>deev3

click_menu_button:2020/07/04 12:15:13>>panel:Mage

mana_filter:2020/07/04 12:15:14>>mana:10

click_menu_button:2020/07/04 12:15:16>>panel:Mage

GoTo:2020/07/04 12:15:16>>MainMenu

ClickButton:2020/07/04 12:15:18>>play

logIn:2020/07/04 12:20:01>>player logged in.

click_menu_button:2020/07/04 12:20:02>>panel:Mage

GoTo:2020/07/04 12:20:03>>MainMenu

ClickButton:2020/07/04 12:20:07>>collection

click_deck_button:2020/07/04 12:20:09>>deev3

select_deck:2020/07/04 12:20:10>>deev3

click_menu_button:2020/07/04 12:20:10>>panel:Mage

mana_filter:2020/07/04 12:20:12>>mana:10

click_menu_button:2020/07/04 12:20:14>>panel:Mage

GoTo:2020/07/04 12:20:14>>MainMenu

ClickButton:2020/07/04 12:20:15>>play

logIn:2020/07/04 12:43:46>>player logged in.

click_menu_button:2020/07/04 12:43:46>>panel:Mage

GoTo:2020/07/04 12:43:48>>MainMenu

ClickButton:2020/07/04 12:43:50>>collection

click_deck_button:2020/07/04 12:43:52>>deev3

select_deck:2020/07/04 12:43:54>>deev3

click_menu_button:2020/07/04 12:43:54>>panel:Mage

mana_filter:2020/07/04 12:43:55>>mana:10

click_menu_button:2020/07/04 12:43:58>>panel:Mage

GoTo:2020/07/04 12:43:58>>MainMenu

ClickButton:2020/07/04 12:44:00>>play

logIn:2020/07/04 12:45:46>>player logged in.

click_menu_button:2020/07/04 12:45:46>>panel:Mage

GoTo:2020/07/04 12:45:47>>MainMenu

ClickButton:2020/07/04 12:45:49>>collection

click_deck_button:2020/07/04 12:45:50>>hey11

select_deck:2020/07/04 12:45:52>>hey11

click_menu_button:2020/07/04 12:45:52>>panel:Mage

mana_filter:2020/07/04 12:45:53>>mana:10

click_menu_button:2020/07/04 12:45:56>>panel:Mage

GoTo:2020/07/04 12:45:56>>MainMenu

ClickButton:2020/07/04 12:45:57>>play

logIn:2020/07/04 12:51:49>>player logged in.

click_menu_button:2020/07/04 12:51:50>>panel:Mage

GoTo:2020/07/04 12:51:51>>MainMenu

ClickButton:2020/07/04 12:51:55>>collection

click_deck_button:2020/07/04 12:51:57>>deev3

select_deck:2020/07/04 12:51:59>>deev3

click_menu_button:2020/07/04 12:51:59>>panel:Mage

mana_filter:2020/07/04 12:52:01>>mana:10

click_menu_button:2020/07/04 12:52:04>>panel:Mage

GoTo:2020/07/04 12:52:04>>MainMenu

ClickButton:2020/07/04 12:52:05>>play

logIn:2020/07/04 13:16:16>>player logged in.

click_menu_button:2020/07/04 13:16:16>>panel:Mage

GoTo:2020/07/04 13:16:18>>MainMenu

ClickButton:2020/07/04 13:16:19>>collection

click_deck_button:2020/07/04 13:16:20>>deev3

select_deck:2020/07/04 13:16:21>>deev3

click_menu_button:2020/07/04 13:16:21>>panel:Mage

mana_filter:2020/07/04 13:16:23>>mana:10

click_menu_button:2020/07/04 13:16:26>>panel:Mage

GoTo:2020/07/04 13:16:26>>MainMenu

ClickButton:2020/07/04 13:16:27>>play

logIn:2020/07/04 15:03:16>>player logged in.

click_menu_button:2020/07/04 15:03:16>>panel:Mage

GoTo:2020/07/04 15:03:18>>MainMenu

ClickButton:2020/07/04 15:03:19>>collection

click_deck_button:2020/07/04 15:03:20>>hey11

select_deck:2020/07/04 15:03:21>>hey11

click_menu_button:2020/07/04 15:03:21>>panel:Mage

mana_filter:2020/07/04 15:03:23>>mana:10

click_menu_button:2020/07/04 15:03:25>>panel:Mage

GoTo:2020/07/04 15:03:26>>MainMenu

ClickButton:2020/07/04 15:03:27>>play

logIn:2020/07/04 15:09:53>>player logged in.

click_menu_button:2020/07/04 15:09:53>>panel:Mage

GoTo:2020/07/04 15:09:55>>MainMenu

ClickButton:2020/07/04 15:09:57>>collection

click_deck_button:2020/07/04 15:09:59>>hey11

select_deck:2020/07/04 15:10:01>>hey11

click_menu_button:2020/07/04 15:10:01>>panel:Mage

mana_filter:2020/07/04 15:10:03>>mana:10

click_menu_button:2020/07/04 15:10:05>>panel:Mage

GoTo:2020/07/04 15:10:05>>MainMenu

ClickButton:2020/07/04 15:10:07>>play

logIn:2020/07/04 15:13:38>>player logged in.

click_menu_button:2020/07/04 15:13:38>>panel:Mage

GoTo:2020/07/04 15:13:39>>MainMenu

ClickButton:2020/07/04 15:13:41>>collection

click_deck_button:2020/07/04 15:13:42>>hey11

select_deck:2020/07/04 15:13:43>>hey11

click_menu_button:2020/07/04 15:13:43>>panel:Mage

mana_filter:2020/07/04 15:13:45>>mana:10

click_menu_button:2020/07/04 15:13:47>>panel:Mage

GoTo:2020/07/04 15:13:47>>MainMenu

ClickButton:2020/07/04 15:13:49>>play

logIn:2020/07/04 15:15:02>>player logged in.

click_menu_button:2020/07/04 15:15:02>>panel:Mage

GoTo:2020/07/04 15:15:04>>MainMenu

ClickButton:2020/07/04 15:15:06>>collection

click_deck_button:2020/07/04 15:15:08>>hey11

select_deck:2020/07/04 15:15:09>>hey11

click_menu_button:2020/07/04 15:15:09>>panel:Mage

mana_filter:2020/07/04 15:15:11>>mana:10

click_menu_button:2020/07/04 15:15:13>>panel:Mage

GoTo:2020/07/04 15:15:13>>MainMenu

ClickButton:2020/07/04 15:15:14>>play

logIn:2020/07/04 15:17:10>>player logged in.

click_menu_button:2020/07/04 15:17:11>>panel:Mage

GoTo:2020/07/04 15:17:12>>MainMenu

ClickButton:2020/07/04 15:17:13>>collection

click_deck_button:2020/07/04 15:17:14>>deev3

select_deck:2020/07/04 15:17:16>>deev3

click_menu_button:2020/07/04 15:17:16>>panel:Mage

mana_filter:2020/07/04 15:17:18>>mana:10

click_menu_button:2020/07/04 15:17:20>>panel:Mage

GoTo:2020/07/04 15:17:20>>MainMenu

ClickButton:2020/07/04 15:17:21>>play

logIn:2020/07/04 15:21:04>>player logged in.

click_menu_button:2020/07/04 15:21:05>>panel:Mage

GoTo:2020/07/04 15:21:06>>MainMenu

ClickButton:2020/07/04 15:21:09>>collection

click_deck_button:2020/07/04 15:21:10>>hey11

select_deck:2020/07/04 15:21:11>>hey11

click_menu_button:2020/07/04 15:21:11>>panel:Mage

mana_filter:2020/07/04 15:21:12>>mana:10

click_menu_button:2020/07/04 15:21:15>>panel:Mage

GoTo:2020/07/04 15:21:15>>MainMenu

ClickButton:2020/07/04 15:21:17>>play

GoTo:2020/07/04 15:23:59>>MainMenu

ClickButton:2020/07/04 15:24:00>>play

logIn:2020/07/04 15:24:29>>player logged in.

click_menu_button:2020/07/04 15:24:29>>panel:Mage

GoTo:2020/07/04 15:24:31>>MainMenu

ClickButton:2020/07/04 15:24:32>>collection

click_deck_button:2020/07/04 15:24:33>>deev3

select_deck:2020/07/04 15:24:34>>deev3

click_menu_button:2020/07/04 15:24:34>>panel:Mage

mana_filter:2020/07/04 15:24:37>>mana:10

click_menu_button:2020/07/04 15:24:39>>panel:Mage

GoTo:2020/07/04 15:24:39>>MainMenu

ClickButton:2020/07/04 15:24:41>>play

logIn:2020/07/04 15:27:34>>player logged in.

click_menu_button:2020/07/04 15:27:34>>panel:Mage

GoTo:2020/07/04 15:27:36>>MainMenu

ClickButton:2020/07/04 15:27:37>>collection

click_deck_button:2020/07/04 15:27:39>>hey11

select_deck:2020/07/04 15:27:40>>hey11

click_menu_button:2020/07/04 15:27:40>>panel:Mage

mana_filter:2020/07/04 15:27:42>>mana:10

click_menu_button:2020/07/04 15:27:44>>panel:Mage

GoTo:2020/07/04 15:27:44>>MainMenu

ClickButton:2020/07/04 15:27:46>>play

logIn:2020/07/04 15:29:25>>player logged in.

click_menu_button:2020/07/04 15:29:26>>panel:Mage

GoTo:2020/07/04 15:29:27>>MainMenu

ClickButton:2020/07/04 15:29:28>>collection

click_deck_button:2020/07/04 15:29:30>>deev3

select_deck:2020/07/04 15:29:32>>deev3

click_menu_button:2020/07/04 15:29:32>>panel:Mage

mana_filter:2020/07/04 15:29:34>>mana:10

click_menu_button:2020/07/04 15:29:36>>panel:Mage

GoTo:2020/07/04 15:29:36>>MainMenu

ClickButton:2020/07/04 15:29:38>>play

logIn:2020/07/04 15:30:48>>player logged in.

click_menu_button:2020/07/04 15:30:48>>panel:Mage

GoTo:2020/07/04 15:30:49>>MainMenu

ClickButton:2020/07/04 15:30:51>>collection

click_deck_button:2020/07/04 15:30:52>>deev3

select_deck:2020/07/04 15:30:53>>deev3

click_menu_button:2020/07/04 15:30:53>>panel:Mage

mana_filter:2020/07/04 15:30:55>>mana:10

click_menu_button:2020/07/04 15:30:58>>panel:Mage

GoTo:2020/07/04 15:30:58>>MainMenu

ClickButton:2020/07/04 15:30:59>>play

logIn:2020/07/04 15:33:03>>player logged in.

click_menu_button:2020/07/04 15:33:04>>panel:Mage

GoTo:2020/07/04 15:33:05>>MainMenu

ClickButton:2020/07/04 15:33:09>>collection

click_deck_button:2020/07/04 15:33:10>>hey11

select_deck:2020/07/04 15:33:12>>hey11

click_menu_button:2020/07/04 15:33:12>>panel:Mage

mana_filter:2020/07/04 15:33:13>>mana:10

click_menu_button:2020/07/04 15:33:16>>panel:Mage

GoTo:2020/07/04 15:33:16>>MainMenu

ClickButton:2020/07/04 15:33:17>>play

logIn:2020/07/04 15:41:27>>player logged in.

click_menu_button:2020/07/04 15:41:27>>panel:Mage

GoTo:2020/07/04 15:41:28>>MainMenu

ClickButton:2020/07/04 15:41:30>>collection

click_deck_button:2020/07/04 15:41:32>>deev3

select_deck:2020/07/04 15:41:33>>deev3

click_menu_button:2020/07/04 15:41:33>>panel:Mage

mana_filter:2020/07/04 15:41:35>>mana:10

click_menu_button:2020/07/04 15:41:37>>panel:Mage

GoTo:2020/07/04 15:41:37>>MainMenu

ClickButton:2020/07/04 15:41:39>>play

logIn:2020/07/04 15:43:21>>player logged in.

click_menu_button:2020/07/04 15:43:21>>panel:Mage

GoTo:2020/07/04 15:43:22>>MainMenu

ClickButton:2020/07/04 15:43:28>>collection

click_deck_button:2020/07/04 15:43:29>>hey11

select_deck:2020/07/04 15:43:31>>hey11

click_menu_button:2020/07/04 15:43:31>>panel:Mage

mana_filter:2020/07/04 15:43:32>>mana:10

click_menu_button:2020/07/04 15:43:35>>panel:Mage

GoTo:2020/07/04 15:43:35>>MainMenu

ClickButton:2020/07/04 15:43:39>>play

logIn:2020/07/04 15:45:39>>player logged in.

click_menu_button:2020/07/04 15:45:39>>panel:Mage

GoTo:2020/07/04 15:45:40>>MainMenu

ClickButton:2020/07/04 15:45:42>>collection

click_deck_button:2020/07/04 15:45:44>>deev3

select_deck:2020/07/04 15:45:45>>deev3

click_menu_button:2020/07/04 15:45:45>>panel:Mage

mana_filter:2020/07/04 15:45:46>>mana:10

click_menu_button:2020/07/04 15:45:49>>panel:Mage

GoTo:2020/07/04 15:45:49>>MainMenu

ClickButton:2020/07/04 15:45:50>>play

logIn:2020/07/04 15:48:06>>player logged in.

click_menu_button:2020/07/04 15:48:06>>panel:Mage

GoTo:2020/07/04 15:48:08>>MainMenu

ClickButton:2020/07/04 15:48:09>>collection

click_deck_button:2020/07/04 15:48:11>>deev3

select_deck:2020/07/04 15:48:12>>deev3

click_menu_button:2020/07/04 15:48:12>>panel:Mage

mana_filter:2020/07/04 15:48:13>>mana:10

click_menu_button:2020/07/04 15:48:16>>panel:Mage

GoTo:2020/07/04 15:48:16>>MainMenu

ClickButton:2020/07/04 15:48:18>>play

logIn:2020/07/04 15:50:14>>player logged in.

click_menu_button:2020/07/04 15:50:15>>panel:Mage

GoTo:2020/07/04 15:50:16>>MainMenu

ClickButton:2020/07/04 15:50:17>>collection

click_deck_button:2020/07/04 15:50:19>>deev3

select_deck:2020/07/04 15:50:20>>deev3

click_menu_button:2020/07/04 15:50:20>>panel:Mage

mana_filter:2020/07/04 15:50:22>>mana:10

click_menu_button:2020/07/04 15:50:24>>panel:Mage

GoTo:2020/07/04 15:50:24>>MainMenu

ClickButton:2020/07/04 15:50:26>>play

logIn:2020/07/04 16:10:39>>player logged in.

click_menu_button:2020/07/04 16:10:40>>panel:Mage

GoTo:2020/07/04 16:10:41>>MainMenu

ClickButton:2020/07/04 16:10:42>>collection

click_deck_button:2020/07/04 16:10:44>>deev3

select_deck:2020/07/04 16:10:45>>deev3

click_menu_button:2020/07/04 16:10:45>>panel:Mage

mana_filter:2020/07/04 16:10:47>>mana:10

click_menu_button:2020/07/04 16:10:49>>panel:Mage

GoTo:2020/07/04 16:10:49>>MainMenu

ClickButton:2020/07/04 16:10:51>>play

logIn:2020/07/04 16:13:55>>player logged in.

click_menu_button:2020/07/04 16:13:56>>panel:Mage

GoTo:2020/07/04 16:13:57>>MainMenu

ClickButton:2020/07/04 16:14:14>>collection

click_deck_button:2020/07/04 16:14:16>>hey11

select_deck:2020/07/04 16:14:18>>hey11

click_menu_button:2020/07/04 16:14:18>>panel:Mage

mana_filter:2020/07/04 16:14:19>>mana:10

click_menu_button:2020/07/04 16:14:22>>panel:Mage

GoTo:2020/07/04 16:14:22>>MainMenu

ClickButton:2020/07/04 16:14:23>>play

logIn:2020/07/04 16:16:27>>player logged in.

click_menu_button:2020/07/04 16:16:27>>panel:Mage

GoTo:2020/07/04 16:16:29>>MainMenu

ClickButton:2020/07/04 16:16:30>>collection

click_deck_button:2020/07/04 16:16:32>>deev3

select_deck:2020/07/04 16:16:33>>deev3

click_menu_button:2020/07/04 16:16:33>>panel:Mage

mana_filter:2020/07/04 16:16:34>>mana:10

click_menu_button:2020/07/04 16:16:37>>panel:Mage

GoTo:2020/07/04 16:16:37>>MainMenu

ClickButton:2020/07/04 16:16:38>>play

logIn:2020/07/04 16:20:20>>player logged in.

click_menu_button:2020/07/04 16:20:20>>panel:Mage

GoTo:2020/07/04 16:20:22>>MainMenu

ClickButton:2020/07/04 16:20:23>>collection

click_deck_button:2020/07/04 16:20:24>>deev3

select_deck:2020/07/04 16:20:25>>deev3

click_menu_button:2020/07/04 16:20:25>>panel:Mage

mana_filter:2020/07/04 16:20:27>>mana:10

click_menu_button:2020/07/04 16:20:29>>panel:Mage

GoTo:2020/07/04 16:20:29>>MainMenu

ClickButton:2020/07/04 16:20:31>>play

logIn:2020/07/04 16:25:44>>player logged in.

click_menu_button:2020/07/04 16:25:45>>panel:Mage

GoTo:2020/07/04 16:25:46>>MainMenu

ClickButton:2020/07/04 16:25:47>>collection

click_deck_button:2020/07/04 16:25:49>>hey11

select_deck:2020/07/04 16:25:50>>hey11

click_menu_button:2020/07/04 16:25:50>>panel:Mage

mana_filter:2020/07/04 16:25:51>>mana:10

click_menu_button:2020/07/04 16:25:54>>panel:Mage

GoTo:2020/07/04 16:25:54>>MainMenu

ClickButton:2020/07/04 16:25:55>>play

logIn:2020/07/06 17:27:26>>player logged in.

click_menu_button:2020/07/06 17:27:26>>panel:Mage

GoTo:2020/07/06 17:27:28>>MainMenu

ClickButton:2020/07/06 17:27:29>>collection

click_deck_button:2020/07/06 17:27:30>>hey11

select_deck:2020/07/06 17:27:31>>hey11

click_menu_button:2020/07/06 17:27:31>>panel:Mage

mana_filter:2020/07/06 17:27:33>>mana:10

click_menu_button:2020/07/06 17:27:36>>panel:Mage

GoTo:2020/07/06 17:27:36>>MainMenu

ClickButton:2020/07/06 17:27:37>>play

logIn:2020/07/06 17:31:11>>player logged in.

click_menu_button:2020/07/06 17:31:12>>panel:Mage

GoTo:2020/07/06 17:31:13>>MainMenu

ClickButton:2020/07/06 17:31:15>>collection

click_deck_button:2020/07/06 17:31:16>>hey11

select_deck:2020/07/06 17:31:17>>hey11

click_menu_button:2020/07/06 17:31:17>>panel:Mage

mana_filter:2020/07/06 17:31:18>>mana:10

click_menu_button:2020/07/06 17:31:21>>panel:Mage

GoTo:2020/07/06 17:31:21>>MainMenu

ClickButton:2020/07/06 17:31:22>>play

logIn:2020/07/06 18:24:45>>player logged in.

click_menu_button:2020/07/06 18:24:46>>panel:Mage

GoTo:2020/07/06 18:24:47>>MainMenu

ClickButton:2020/07/06 18:24:49>>collection

click_deck_button:2020/07/06 18:24:50>>hey11

select_deck:2020/07/06 18:24:52>>hey11

click_menu_button:2020/07/06 18:24:52>>panel:Mage

mana_filter:2020/07/06 18:24:54>>mana:10

click_menu_button:2020/07/06 18:24:56>>panel:Mage

GoTo:2020/07/06 18:24:56>>MainMenu

ClickButton:2020/07/06 18:24:57>>play

logIn:2020/07/06 18:26:52>>player logged in.

click_menu_button:2020/07/06 18:26:53>>panel:Mage

GoTo:2020/07/06 18:26:54>>MainMenu

ClickButton:2020/07/06 18:26:55>>collection

click_deck_button:2020/07/06 18:26:56>>deev3

select_deck:2020/07/06 18:26:58>>deev3

click_menu_button:2020/07/06 18:26:58>>panel:Mage

mana_filter:2020/07/06 18:26:59>>mana:10

click_menu_button:2020/07/06 18:27:02>>panel:Mage

GoTo:2020/07/06 18:27:02>>MainMenu

ClickButton:2020/07/06 18:27:03>>play

logIn:2020/07/06 18:38:56>>player logged in.

click_menu_button:2020/07/06 18:38:56>>panel:Mage

GoTo:2020/07/06 18:38:57>>MainMenu

ClickButton:2020/07/06 18:39:00>>collection

click_deck_button:2020/07/06 18:39:01>>deev3

select_deck:2020/07/06 18:39:02>>deev3

click_menu_button:2020/07/06 18:39:02>>panel:Mage

mana_filter:2020/07/06 18:39:03>>mana:10

click_menu_button:2020/07/06 18:39:06>>panel:Mage

GoTo:2020/07/06 18:39:06>>MainMenu

ClickButton:2020/07/06 18:39:07>>play

logIn:2020/07/06 18:42:21>>player logged in.

click_menu_button:2020/07/06 18:42:21>>panel:Mage

GoTo:2020/07/06 18:42:22>>MainMenu

ClickButton:2020/07/06 18:42:23>>collection

click_deck_button:2020/07/06 18:42:24>>hey11

select_deck:2020/07/06 18:42:27>>hey11

click_menu_button:2020/07/06 18:42:27>>panel:Mage

mana_filter:2020/07/06 18:42:28>>mana:10

click_menu_button:2020/07/06 18:42:31>>panel:Mage

